,Identifiant,Url,Titre,Latitude,Longitude,Resume,Capacite_accueil,NombreSdB,NbChambres,NbLits,Type_logement,type_propriete,type_lit,Animal_sur_place,Cuisine,Internet,television,produits_base,Shampooing,Chauffage,Climatisation,machine_laver,seche_linge,parking_sur-place,wifi,television_cable,petit_dejeuner,animaux_acceptes,pourEnfants_famille,adapte_evenements,logement_fumeur,accessibilite,Ascenseur,cheminee_interieur,Interphone,Portier,Piscine,Jacuzzi,salle_sport,Entree_24-24,Cintres,fer_repasser,seche_cheveux,espace_travail_ordi,detecteur_fumee,monoxyde_carbone_detect,kit_secours,fiche_securite,extincteur,porte_chambre_verrou,rection_semaine,reduction_mois,surcout_voyageur_supp,frais_menage,Caution,conditions_annulation,Description,reglement_interieur,duree_minimale_sejour
4116,13385043,https://www.airbnb.fr/rooms/13385043,Studio Jardin Public - Vue sur les toits de Bdx,44.8510533289,-0.5767379403,"Mon logement est au centre ville, vue sur les toits de Bordeaux et le Jardin Public, les restaurants sont proches.  Vous apprécierez mon logement pour le quartier, la luminosité et le lit confortable. Mon logement est parfait pour les couples, les voyageurs en solo et les voyageurs d'affaires.
Appartement devant le Jardin Public.
Accès au tram en 2 min et bus devant la porte. Centre ville à pied en 5 minutes. Tram direct pour la gare St Jean. Quartier des Chartrons à 3 minutes.
Pas d'ascenseur.

Quartier le plus chic de Bordeaux avec le Jardin Public devant l'appartement. Le quartier Bobo des Chartrons est à 3 minutes à pied et le centre ville de Bordeaux à moins de 5 minutes.

Tout les transports sont à côté de l'appartement (Tramway, Bus, Taxis).
La gare est directe en tramway (environ 15 minutes).
Aéroport à 25 minutes.",2,1,0,0,Logement entier,Appartement,Vrai lit,,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,20,0,Modérées,"Le quartier

Quartier le plus chic de Bordeaux avec le Jardin Public devant l'appartement. Le quartier Bobo des Chartrons est à 3 minutes à pied et le centre ville de Bordeaux à moins de 5 minutes.

Transports

Tout les transports sont à côté de l'appartement (Tramway, Bus, Taxis).

La gare est directe en tramway (environ 15 minutes).

Aéroport à 25 minutes.","Non fumeur

Ne convient pas aux animaux

Pas de fête ni de soirée

Ne convient pas aux enfants (0-12 ans)

L'heure d'entrée dans les lieux est 15:00 - 00:00.

- Studio situé sous les toits. 

- Accès uniquement par escalier de service

- Studio situé au 5ème étage sans ascenseur.",1
2365,9822610,https://www.airbnb.fr/rooms/9822610,Maison centre ville Bordeaux,44.8280690557,-0.562379256,"A 3 minutes de la gare St Jean, à 10 minutes de l 'hyper centre et à proximité du tramway qui amène au stade de l Euro 2016.
Située dans une rue calme, maison de 120m² avec 3 chambres, cuisine équipée, terrasse, wifi satellite pour matchs Euro16

Maison indépendante de plein pied, rénovée en juin 2015, pierre apparente, charme unique avec tous les éléments nécessaires pour un séjour plus au moins long.

Vous aurez accès à l’intégralité de la maison de Valérie et Eric.

Si vous louez durant l' Euro, Eric se fera un plaisir pour vous donner les moyens de profiter, \",6,1,3,0,Logement entier,Maison,,,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,20,1000,Strictes,"Le logement

Maison indépendante de plein pied, rénovée en juin 2015, pierre apparente, charme unique avec tous les éléments nécessaires pour un séjour plus au moins long.

Accès des voyageurs

Vous aurez accès à l’intégralité de la maison de Valérie et Eric.

Échanges avec les voyageurs

Si vous louez durant l' Euro, Eric se fera un plaisir pour vous donner les moyens de profiter, "" comme un bordelais"" de la compétition.

Des brochures de la ville et des transports en communs sont à votre disposition dans la maison.

Le quartier

Die Straße ist 200 Meter von einem Einkaufszentrum, 500 Meter vom Bahnhof entfernt, 300 Meter von der Straßenbahn, die die Hauptverkehrsadern der Stadt und im Stadion dient.

Doch !!

Alles ist ruhig und klar hallo zwischen Nachbarn :)

Transports

In der Nähe der Hauptstraße der Stadt, sind Straßenbahnen, Busse, Fahrräder oder Taxis in wenigen Minuten.","Non fumeur

Ne convient pas aux animaux

L'entrée dans les lieux se fait après 16:00

Les animaux ne sont pas tolérés et le tabac est interdit.

On aime que notre maison sente bon !!!!",2
3022,12067946,https://www.airbnb.fr/rooms/12067946,APPART ANCIEN CENTRE ,44.8370691954,-0.5668728098,"TRES BEL APPARTEMENT
1 CHABRE SÉPARÉE ,
LITERIE D EXCELLENTE QUALITÉ``\r
SALLE DE BAIN
TOUT LE CONFORT
5 MN DU TRAM",1,1,1,0,Logement entier,Appartement,Vrai lit,,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,"TRES BEL APPARTEMENT

1 CHABRE SÉPARÉE ,

LITERIE D EXCELLENTE QUALITÉ``

SALLE DE BAIN

TOUT LE CONFORT

5 MN DU TRAM",,7
4341,13520252,https://www.airbnb.fr/rooms/13520252,Charmant duplex de 60m2 avec petite terrasse,44.8420336842,-0.5716808715,"Mon logement est proche de les activités adaptées aux familles, la vie nocturne et les transports en commun. Vous apprécierez mon logement pour la hauteur des plafonds, l'emplacement, la vue, les gens et l'ambiance. Mon logement est parfait pour les couples, les voyageurs en solo, les voyageurs d'affaires et les familles (avec enfants).

Location saisonnière meublée dans un charmant duplex de 60 m2 en plein centre, au 3e étage sans ascenseur. Belle cage d'escalier rénovée avec beaucoup de cachet en pierre bordelaise!

Cet appartement bénéficie d'une petite terrasse. Il se compose de :
- un coin entrée avec grand placard de rangement
- un salon avec un canapé lit en 160 x 200 cm, une table basse, 2 fauteuils, une table de salle à manger pour 4 personnes, une TV, internet/wifi 
- une cuisine séparée entièrement équipée de four/micro-ondes, lave-vaisselle, frigidaire, congélateur, plaques, machine Nespresso, bouilloire, grille-pain et tout le nécessaire pour cuisiner
- une salle d'eau avec douche et lavabo, petit meuble de rangement, sèche-serviettes et WC

A l'étage :
- une chambre avec un lit double de 160 x 200 cm et commode

Appartement équipé de lave-linge, sèche-cheveux, fer et table à repasser.
Le linge de maison est fourni (draps, serviettes et torchons) et les lits sont faits à votre arrivée.

Accès à la totalité du logement

Prise en charge des voyageurs sur la globalité du séjour de l'arrivée au départ

La création de cette rue fait partie du programme d'embellissement de Bordeaux mis au point et réalisé au milieu du XVIIIe siècle par les intendants Boucher et Tourny.
Cette percée au coeur de la vieille ville coûtera fort cher aux jurats, en temps, en énergie et en argent. Selon Camille Julian : \",4,1,1,0,Logement entier,Appartement,,,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,13,30,0,0,700,Modérées,"Le logement

Location saisonnière meublée dans un charmant duplex de 60 m2 en plein centre, au 3e étage sans ascenseur. Belle cage d'escalier rénovée avec beaucoup de cachet en pierre bordelaise!

Cet appartement bénéficie d'une petite terrasse. Il se compose de :

- un coin entrée avec grand placard de rangement

- un salon avec un canapé lit en 160 x 200 cm, une table basse, 2 fauteuils, une table de salle à manger pour 4 personnes, une TV, internet/wifi 

- une cuisine séparée entièrement équipée de four/micro-ondes, lave-vaisselle, frigidaire, congélateur, plaques, machine Nespresso, bouilloire, grille-pain et tout le nécessaire pour cuisiner

- une salle d'eau avec douche et lavabo, petit meuble de rangement, sèche-serviettes et WC

A l'étage :

- une chambre avec un lit double de 160 x 200 cm et commode

Appartement équipé de lave-linge, sèche-cheveux, fer et table à repasser.

Le linge de maison est fourni (draps, serviettes et torchons) et les lits sont faits à votre arrivée.

Accès des voyageurs

Accès à la totalité du logement

Échanges avec les voyageurs

Prise en charge des voyageurs sur la globalité du séjour de l'arrivée au départ

Le quartier

La création de cette rue fait partie du programme d'embellissement de Bordeaux mis au point et réalisé au milieu du XVIIIe siècle par les intendants Boucher et Tourny.

Cette percée au coeur de la vieille ville coûtera fort cher aux jurats, en temps, en énergie et en argent. Selon Camille Julian : ""il fallait exproprier et se heurter à d'exorbitantes demandes, à des traditions domestiques, à des privilèges de bourgeoisie, à des actes notariés et à des droits féodaux. Pour aligner au cordeau la vieille citée, il fallait d'abord niveler la société toute entière"".

Transports

Vous serez situé en plein centre de Bordeaux et à proximité de la place du Grand Théâtre, de l'opéra, de la Bourse et des Quais. Vous serez logé à quelques dizaines de mètres de la plus longue rue piétonne et commerçante d'Europe.

Le tramway Bordelais, particulièrement sécurisé, vous offrira plusieurs départs/arrêts à proximité de votre appartement.","Non fumeur

Ne convient pas aux animaux

Pas de fête ni de soirée

L'heure d'entrée dans les lieux est 14:00 - 20:00.

",3
5020,14550347,https://www.airbnb.fr/rooms/14550347,STUDIO COSY VUE IMPRENABLE DANS HOTEL PARTICULIER,44.8408331493,-0.5594173594,"Sur les quais, à 5 mn à pieds de la Place de la Bourse et du Miroir d Eau , du Marché des Capucins, de ST Catherine, des sites touristiques..
Commerces et restaurants à pieds.

Tous transports : bus, vélos, trams, croisières sur la Garonne 

 Au pied du Pont de Pierre avec une vue imprenable et exceptionnelle sur la rive classée au patrimoine mondial de l Unesco, nous vous accueillons dans un superbe Hotel Particulier Privé

Service de petits déjeunes et massage sur demande",2,1,0,1,Logement entier,Inconnue,,,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,14,31,0,0,300,,"Sur les quais, à 5 mn à pieds de la Place de la Bourse et du Miroir d Eau , du Marché des Capucins, de ST Catherine, des sites touristiques..

Commerces et restaurants à pieds.

Tous transports : bus, vélos, trams, croisières sur la Garonne 

 Au pied du Pont de Pierre avec une vue imprenable et exceptionnelle sur la rive classée au patrimoine mondial de l Unesco, nous vous accueillons dans un superbe Hotel Particulier Privé

Service de petits déjeunes et massage sur demande","Non fumeur

Ne convient pas aux animaux

Pas de fête ni de soirée

- PAS DE FETES BRUYANTES SVP MERCI

- POSSIBLE DE RESERVER JUSQU'A 5 STUDIOS + 1 LOFT DE  124 M2 AVEC TERRASSE DE 61 M2 POUR ACCUEILLIR JUSQU A 16 PERSONNES DANS LE MÊME LIEU",1
4601,13808370,https://www.airbnb.fr/rooms/13808370,Appartement cosy plein cœur de bordeaux + jardin,44.8503556246,-0.5911979995,"Mon logement est proche du centre ville (à 5 mns à pieds de l'hyper centre), Bus et Vcub à proximités. Plongez vous dans l'ambiance bordelaise dans le quartier le plus attractif de Bordeaux (Jardin public, parc bordelais, palais gallien, Chartrons, CAPC et à 10mns en tram de la cité du vin) Vous apprécierez mon logement pour l'ambiance, les espaces extérieurs et l'emplacement. Mon logement est parfait pour les couples, les voyageurs en solo et les voyageurs d'affaires.
Votre Hôte, Sébastien",2,1,1,0,Logement entier,Appartement,Vrai lit,,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,25,700,Flexibles,"Mon logement est proche du centre ville (à 5 mns à pieds de l'hyper centre), Bus et Vcub à proximités. Plongez vous dans l'ambiance bordelaise dans le quartier le plus attractif de Bordeaux (Jardin public, parc bordelais, palais gallien, Chartrons, CAPC et à 10mns en tram de la cité du vin) Vous apprécierez mon logement pour l'ambiance, les espaces extérieurs et l'emplacement. Mon logement est parfait pour les couples, les voyageurs en solo et les voyageurs d'affaires.

Votre Hôte, Sébastien","Non fumeur

Ne convient pas aux animaux

Pas de fête ni de soirée

Ne convient pas aux enfants (3-12 ans)

- Prendre soin de l'appartement

- 1 chambre doit rester fermé et non utilisable",2
3974,13293664,https://www.airbnb.fr/rooms/13293664,Joli T2  en plein Bordeaux,44.8308614094,-0.564642618,"Joli appartement de deux pièces, convivial et fonctionnel. 

Confortable, il donne sur une petite cour qui assure calme et luminosité.

Situé dans le quartier Saint Michel de Bordeaux, il est proche des transports en communs et le centre ville est tout proche à pied.

C'est un appartement calme, agréable et bien équipé. Vous y trouverez le nécessaire afin de satisfaire au mieux à votre séjour.

L'appartement est totalement accessible. 
Une commode dans la chambre sera dégagée afin de faire que vous puissiez y ranger vos affaires.

Je serai là afin de vous accueillir et resterai à à votre disposition en cas de questions sur l'appartement, de renseignements sur la ville  ou d'éventuels problèmes rencontrés.

Saint Michel est situé en plein Bordeaux. 

C'est un quartier atypique aux allures de petit village français en pleine ville.

Son marché, ses bars et restaurants ainsi que ses nombreux concerts en plein air en font un quartier vivant et agréable. 

De plus il est à proximité des quais de Bordeaux mais aussi du centre ville et des autres quartiers historiques de Bordeaux.

Avion (ligne 1 direct depuis l'aéroport de Merignac Bordeaux ) 
Train ( gare Saint Jean à Proximité)
En voiture",4,1,1,0,Logement entier,Appartement,,,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,15,30,10,10,0,Flexibles,"Le logement

C'est un appartement calme, agréable et bien équipé. Vous y trouverez le nécessaire afin de satisfaire au mieux à votre séjour.

Accès des voyageurs

L'appartement est totalement accessible. 

Une commode dans la chambre sera dégagée afin de faire que vous puissiez y ranger vos affaires.

Échanges avec les voyageurs

Je serai là afin de vous accueillir et resterai à à votre disposition en cas de questions sur l'appartement, de renseignements sur la ville  ou d'éventuels problèmes rencontrés.

Le quartier

Saint Michel est situé en plein Bordeaux. 

C'est un quartier atypique aux allures de petit village français en pleine ville.

Son marché, ses bars et restaurants ainsi que ses nombreux concerts en plein air en font un quartier vivant et agréable. 

De plus il est à proximité des quais de Bordeaux mais aussi du centre ville et des autres quartiers historiques de Bordeaux.

Transports

Avion (ligne 1 direct depuis l'aéroport de Merignac Bordeaux ) 

Train ( gare Saint Jean à Proximité)

En voiture","L'entrée dans les lieux se fait après 16:00

J'ai des voisins, je ne souhaite pas qu'ils soient incommodés plus que nécessaire. 

Mon logement est en bon état, et je souhaite qu'il le reste bien évidement.

Je n'ai pas de problème avec le fait de fumer dans l'appartement, par contre je préfère que ce soit fait fenêtres ouvertes.",1
1891,7730017,https://www.airbnb.fr/rooms/7730017,Loft pied du tram - logement entier,44.823085099,-0.5508483649,"Nous vous accueillons dans un loft de l'architecte Jean Nouvel. 120 m²  terrasse 25m². A 2 minutes de la gare Bordeaux saint jean et au pied du tram. Station velib a 100m. 2 Chambres dont une 20m² avec SDB privative! A bientôt, Perrine &amp, Guillaume.

Ce bâtiment a été conçu par l'architecte Jean Nouvel. Appartement traversant très lumineux et atypique avec arrivée de l’ascenseur directement dans le loft! Salle de bain privative avec baignoire et double vasque dans la chambre.

Vous avez accès a l'ensemble du loft.

Nous pourrons vous indiquer les activités a faire et vous conseiller les bon plans restaurants de la région. Mise a disposition de guide, magazines et conseils sur les cavistes et domaines viticoles a visiter.

Possibilité de se garer facilement. Gratuit la nuit.
A 2 minutes à pied de la sortie Belcier de la Gare.
Tramway au pied du batiment.
Station velib dans la rue.
Accès rapide et facile depuis Paris en suivant la direction \",4,2,2,0,Logement entier,Loft,,,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1000,Modérées,"Le logement

Ce bâtiment a été conçu par l'architecte Jean Nouvel. Appartement traversant très lumineux et atypique avec arrivée de l’ascenseur directement dans le loft! Salle de bain privative avec baignoire et double vasque dans la chambre.

Accès des voyageurs

Vous avez accès a l'ensemble du loft.

Échanges avec les voyageurs

Nous pourrons vous indiquer les activités a faire et vous conseiller les bon plans restaurants de la région. Mise a disposition de guide, magazines et conseils sur les cavistes et domaines viticoles a visiter.

Transports

Possibilité de se garer facilement. Gratuit la nuit.

A 2 minutes à pied de la sortie Belcier de la Gare.

Tramway au pied du batiment.

Station velib dans la rue.

Accès rapide et facile depuis Paris en suivant la direction ""gare saint jean"".

Autres remarques

nous mettons a disposition gratuitement deux vélos.

Nous louons aussi notre voiture Audi A3 sur le site ouicar et drivy, vous la trouverez sur la carte au même endroit que l’appartement.",,2
4962,14411033,https://www.airbnb.fr/rooms/14411033,Charmant T3,44.8357781917,-0.5836253278,"Nous vous accueillons dans notre bel appartement de 96m² au cœur du quartier Mériadeck.
Situé au 6e étage d'un immeuble, 5 min à pied de l'hôtel de ville.
Cuisine tout équipée, salle de bains, grand salon, 1 chambre, salle à manger avec un BZ et un balcon avec une vue plutôt sympa sur Bordeaux.

Nous mettons à disposition une chambre avec l'accès à tous les communs.

Nous occupons la deuxième chambre.

Situé à 2 min de l'arrêt de tram A (Palais de justice)
A 2 min du centre commercial Mériadeck.
Station Vélo Vcub à 50m.",2,15,1,1,Chambre privée,Appartement,,,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,5,0,,"Transports

Situé à 2 min de l'arrêt de tram A (Palais de justice)

A 2 min du centre commercial Mériadeck.

Station Vélo Vcub à 50m.","Non fumeur

Ne convient pas aux animaux

Pas de fête ni de soirée

L'heure d'entrée dans les lieux est 18:00 - 23:00.

",1
42,658521,https://www.airbnb.fr/rooms/658521,Studio centre Bordeaux (Mairie),44.8403631025,-0.5767993932,"Pied à terre idéal en plein cœur historique de Bordeaux à 50m de la cathédrale et de l’Hôtel de Ville. Vous cherchez une situation 5 étoiles et un appartement propre, calme et douillet avec du WIFI ? Ne cherchez plus !LITERIE NEUVE JANVIER 2015 !

Homère a dit: “\",4,1,0,0,Logement entier,Appartement,,,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,24,10,0,250,Strictes,"Le logement

Homère a dit: “""On se rappelle tous les jours de sa vie de l'hôte qui vous a montré de la bienveillance."" et cela résume notre philosophie d'hôte Airbnb. 

Le confort et l'entière satisfaction de nos invités sont pour nous, essentiels.

Le pied à terre idéal en plein cœur historique de Bordeaux. Cet appartement a été intégralement refait à neuf. Sa situation est inégalée à 50m de la cathédrale et de l'Hôtel de Ville et vous disposerez d'une excellente connexion en WIFI illimitée. 

Le studio fait 25m² + mezzanine 13m² (attention : plafond assez bas sur la mezzanine). Il propose un intérieur moderne et élégant au 1er étage d'un immeuble en pierre du XVIIIème siècle. 

Donnant sur l'arrière de l'immeuble, l'appartement est parfaitement au calme... un vrai havre de quiétude.

Une de nous priorités a été la qualité irréprochable de la literie. Des matelas haut de gamme changés fin JANVIER 2015 et du linge de maison de qualité supérieure vous attendent.

Le studio offre également un lave-linge / sèche linge dans la cuisine toute équipée.

Accès des voyageurs

L'appartement  est situé en plein cœur du centre ville de Bordeaux dans le secteur sauvegardé, classé au Patrimoine Mondial de l'UNESCO et à 50m des lignes A et B du TRAM (arrêt Hotel de Ville).

Il répondra à toutes vos attentes, que vous soyez en vacances ou en déplacement d'affaires.

La situation idéale de l'appartement fait que vous pouvez tout faire à pied. Vous êtes à deux pas de la Place Pey Berland (place de la Mairie/de la Cathédrale St André/et ses terrasses de café ensoleillées), à 1 minute du Cours de l'Intendance et de ses boutiques chics et du renommé Grand Théâtre, à quelques minutes du quartier St Pierre, du miroir d'eau, de la rue Sainte-Catherine....

Vous apprécierez également la proximité immédiate du centre commercial Saint-Christoly et son Monoprix (en face de l'appartement).

Pour ce qui est des transports en commun, vous serez gâtés :Les lignes A et B du tram bordelais transitent sur la Place Pey Berland (arrêt Hôtel de Ville).

Nombreuses lignes de bus à proximité immédiate. (Prenez par exemple la ligne 16 [directe] depuis la gare St Jean).

Échanges avec les voyageurs

La communication est pour moi la clé de voute de tout bon séjour. Je ne suis pas sur place ce qui permet à nos guests d'être en parfaite intimité mais je suis toujours présente pour la remise des clés : un moment primordial pour pouvoir accueillir, expliquer et aiguiller. Je ne loue jamais l'appartement quand je suis moi-même en vacances donc vous ne serez jamais livré à vous-même sans assistance en cas de besoin.

A votre arrivée, vous trouverez sur place un book regroupant un évantail d'informations : du code wifi, à nos adresses préférées, en passant par les marchés et les inmanquables.

Le quartier

Vous aurez vraiment tout à proximité et pourrez découvrir tout Bordeaux à pieds : des majestueux quais et son miroir! d'eau, aux différents quartiers historiques, la rue Sainte Catherine, des terrasses baignées de soleil, des cafés, restaurants succulents.... Tout y est, sans oublier le Monoprix idéalement situé en face du bâtiment.

I am English but I've lived in France since I was 10. My husband is French and we have 2 bilingual children, Lily who's 10 and Oliver who's 5 and we LOVE travelling. 



We always take our time when it comes to choosing holiday lets because we want our holidays to be just right with no bad surprises. I know how important it is to arrive and find a base that's spotlessly clean, comfy, inviting that's in a great location. It's also essential that it has been kitted out well. Our apartment has been refurbished with all these things in mind.



The location is ideal and the apartment is welcoming, calm and comfortable. I will be more than happy to answer any questions you may have before you book. If you do chose our accommodation (and of course,  I hope you do!!!!), we have put together a guidebook that you will discover on arrival with an array of maps, pamphlets, tourist information and also a compilation of our favourite restaurants, wine bars, places to go, day trips, etc.... Whatever your needs, just ask ,-). 



To quote Henri J.M. Nouwen: “Hospitality means primarily the creation of free space where the stranger can enter and become a friend..."". We believe that just about sums it up.



","Non fumeur

Ne convient pas aux animaux

Pas de fête ni de soirée

L'entrée dans les lieux se fait après 14:00

ENGLISH :

At the end of the rental period the tenants should leave the property in similar condition to that in which it was found.

As a rule, the check-in is after 2pm and the check-out before 11am. If the flat isn't rented out on the day of departure, a later departure will be granted. It will also be possible to arrange for your luggage to be left at the apartment and picked up later.

There may be a 25 € charge for check-in/out between 9pm and 8am.

We are sorry but for a question of hygiene and possible allergy issues, pets are not accepted.

Smoking is also strictly forbidden in the apartment.

We require a COPY of  ID for our ""toutist tax"" register. Please remember to either send this via email before arrival or remember to bring copies for check-in. (The tourist tax itself (0.80€ per person and per night) is included in the fee - No extra charge on arrrival.

Please respect the other residents in the building. Please observe that quiet is between 10 PM. And 10 AM. Any loud music or noise observed between these times may result in problems.

Bed linen and towels are changed once a week for stays that exceed 1 week.

FRENCH:

A la fin du séjour, il est demandé aux locataires que le logement soit laissé dans un état de propreté semblable à son entrée dans les lieux. Les arrivées seront à priori possibles à partir de 14h et les départs effectifs avant 11h. Dans l'éventualité où l'appartement ne serait pas reloué le jour même, un départ plus tardif sera accordé. Toute arrivée ou départ avant 8h ou après 21h, pourra être facturée 25€.

Pour des raisons d'hygiène et d'éventuelles allergies, les animaux de compagnie ne sont pas acceptés.

L'appartement est strictement non fumeur.

Nous aurons besoin d'une COPIE DE PIECE D'IDENTITE pour notre registre de ""taxe de séjour"". Merci de bien vouloir nous les transmettre soit par email avant votre arrivée, soit nous transmettre les copies lors de la remise des clés à votre arrivée. (La taxe de séjour (soit 0.80€ par personne et par nuitée) est comprise dans notre tarif - Aucun frais supplémentaire à l'arrivée)

Nous demandons à nos locataires de respecter la tranquillité des autres résidents de l'immeuble.

 

Le linge de maison sera changé 1 fois par semaine pour les séjours de plus d'une semaine.",3
